respondent_id,survey_year,survey_month,survey_platform,response_time_minutes,country,region,age,gender,education_level,employment_status,income_bracket,primary_sport,sport_category,secondary_sport,years_following_sport,fan_loyalty_score,primary_viewing_method,watch_frequency,weekly_hours_watching,streaming_subscriptions,stadium_visits_per_year,merchandise_spend_usd,ppv_spend_usd,total_annual_spend_usd,social_media_follows_athletes,social_media_hours_weekly,creates_sports_content,news_source,sports_betting_participation,fantasy_sports_participation,primary_motivation,willing_to_attend_major_event,extra_spend_willingness_usd,broadcast_quality_rating,athlete_professionalism_rating,event_value_for_money_rating,media_coverage_rating,community_atmosphere_rating,overall_satisfaction_rating,sport_growth_perception_rating,fan_tier
1428,2024,3,Online (desktop),12,China,East Asia,38,Non-binary,Bachelor's degree,Employed full-time,$75k–$100k,Basketball,Team Sport,,7,3,Social media clips,Several times a week,10.2,1,4,107,44,151,Yes,1.2,No,Social media,No,Yes,Nostalgia,Definitely yes,7.44,9,8,8,9,8,8,6,Gold
1429,2024,11,Online (mobile),17,Spain,Europe,29,Prefer not to say,High school,Employed part-time,$75k–$100k,Soccer,Team Sport,Cycling,17,5,Social media clips,Several times a week,8.0,3,2,76,27,103,Yes,2.5,Yes,Podcast/radio,Yes,No,Athletic excellence,Probably yes,34.2,8,5,6,10,6,8,8,Gold
1430,2024,2,In-app,9,Argentina,South America,25,Male,Master's degree,Employed full-time,$75k–$100k,Basketball,Team Sport,Athletics,4,4,Streaming service,Weekly,4.0,5,1,50,59,109,Yes,1.3,No,Social media,Yes,No,Entertainment,Probably yes,1.48,9,8,3,7,7,8,9,Silver
1431,2024,1,In-app,13,UK,Europe,25,Male,Vocational training,Student,$25k–$50k,Cycling,Individual Sport,,1,2,Streaming service,Several times a week,8.4,0,1,25,0,25,Yes,3.6,No,Sports website/app,No,No,Gambling/betting,Definitely yes,3.29,8,8,4,7,9,9,8,Silver
1432,2024,2,Online (desktop),17,Germany,Europe,29,Male,Vocational training,Student,$50k–$75k,Tennis,Racquet Sport,Athletics,14,4,In-person (stadium/arena),Monthly or less,0.5,3,0,117,3,120,Yes,1.7,No,Newspaper/magazine,Yes,Yes,Athletic excellence,Maybe,2.25,7,5,5,7,7,8,7,Silver
1433,2024,4,Online (mobile),14,UK,Europe,37,Female,High school,Employed full-time,Under $25k,Cricket,Team Sport,Soccer,13,2,Cable/satellite TV,Several times a week,9.2,1,0,5,26,31,Yes,0.8,No,Social media,No,Yes,Gambling/betting,Probably not,0.43,7,7,4,4,8,8,8,Bronze
1434,2024,11,Online (desktop),19,Spain,Europe,19,Female,Some college,Employed full-time,$50k–$75k,Soccer,Team Sport,MMA,5,4,Streaming service,Weekly,2.1,1,1,39,9,48,Yes,3.5,No,Podcast/radio,No,No,Athletic excellence,Probably yes,1.63,6,10,6,7,7,5,5,Silver
1435,2024,12,Online (mobile),11,USA,North America,29,Female,Bachelor's degree,Unemployed,$25k–$50k,Tennis,Racquet Sport,Basketball,9,2,In-person (stadium/arena),Several times a week,6.1,3,0,8,76,84,Yes,4.4,Yes,Sports website/app,No,Yes,National pride,Probably yes,4.22,6,5,7,4,8,6,7,Bronze
1436,2024,4,Online (desktop),15,USA,North America,33,Female,Bachelor's degree,Employed part-time,$25k–$50k,Baseball,Team Sport,,15,4,Cable/satellite TV,Several times a week,5.9,1,0,15,4,19,No,3.7,No,TV sports news,No,Yes,Athletic excellence,Maybe,3.39,9,9,7,9,8,8,9,Silver
1437,2024,7,In-app,8,India,South Asia,21,Male,Master's degree,Student,$25k–$50k,Cricket,Team Sport,Badminton,4,1,Social media clips,Weekly,3.7,1,0,12,0,12,Yes,4.2,No,Podcast/radio,No,No,Athletic excellence,Definitely yes,0.9,8,7,6,9,8,7,4,Bronze
1438,2024,3,Online (mobile),15,Japan,East Asia,53,Female,Some college,Employed full-time,$25k–$50k,Martial Arts,Combat Sport,Basketball,41,7,In-person (stadium/arena),Several times a week,7.3,0,4,33,4,37,Yes,1.7,No,TV sports news,No,No,Physical inspiration,Probably not,0.15,9,7,4,6,6,7,6,Platinum
1439,2024,7,Online (desktop),13,India,South Asia,24,Female,Vocational training,Employed part-time,Under $25k,Badminton,Racquet Sport,Field Hockey,2,3,In-person (stadium/arena),Several times a week,8.0,0,1,1,0,1,Yes,2.7,No,Social media,Yes,No,Community & belonging,Probably not,5.78,3,7,5,5,9,7,6,Bronze
1440,2024,12,Online (mobile),8,Japan,East Asia,26,Female,Bachelor's degree,Employed part-time,$100k–$150k,Soccer,Team Sport,Basketball,11,2,Cable/satellite TV,Several times a week,6.2,2,4,113,13,126,No,4.9,No,Sports website/app,No,Yes,Community & belonging,Probably yes,5.43,10,9,5,9,10,7,7,Gold
1441,2024,4,Online (mobile),13,Nigeria,Africa,22,Female,Master's degree,Student,$50k–$75k,Soccer,Team Sport,Basketball,9,4,Cable/satellite TV,Daily,17.0,2,1,264,3,267,Yes,1.1,No,Sports website/app,No,Yes,Athletic excellence,Definitely yes,0.92,9,7,4,5,6,7,10,Platinum
1442,2024,9,Online (mobile),19,USA,North America,53,Female,Bachelor's degree,Employed full-time,$50k–$75k,Soccer,Team Sport,Baseball,16,3,Sports bar/pub,Daily,16.4,0,1,27,26,53,Yes,3.4,No,Social media,No,Yes,Athletic excellence,Probably yes,1.52,9,8,1,5,9,10,3,Gold
1443,2024,7,Online (mobile),13,Japan,East Asia,39,Male,Bachelor's degree,Employed full-time,$50k–$75k,Baseball,Team Sport,Martial Arts,9,4,Streaming service,Weekly,3.7,3,1,16,12,28,No,2.2,No,Social media,Yes,No,Entertainment,Definitely yes,1.97,5,8,3,5,7,7,6,Silver
1444,2024,2,In-app,14,UK,Europe,23,Male,Vocational training,Employed full-time,$75k–$100k,Tennis,Racquet Sport,Soccer,12,3,Cable/satellite TV,Weekly,3.3,5,0,79,50,129,Yes,3.6,No,Social media,No,No,Gambling/betting,Maybe,2.23,7,9,10,8,6,6,8,Silver
1445,2024,9,Online (mobile),14,Argentina,South America,45,Male,Bachelor's degree,Student,Over $150k,Basketball,Team Sport,Rugby,11,1,In-person (stadium/arena),Several times a week,6.8,3,1,1,15,16,No,3.4,No,Social media,Yes,Yes,Nostalgia,Probably yes,8.43,6,7,8,7,5,8,8,Bronze
1446,2024,9,In-person tablet,13,USA,North America,35,Male,Master's degree,Unemployed,$25k–$50k,Basketball,Team Sport,American Football,10,2,Cable/satellite TV,Several times a week,7.4,3,0,1,13,14,Yes,0.0,No,TV sports news,No,Yes,Athletic excellence,Probably yes,0.82,7,8,4,7,6,5,9,Bronze
1447,2024,2,Online (desktop),9,Japan,East Asia,36,Non-binary,Vocational training,Retired,$25k–$50k,Basketball,Team Sport,Soccer,21,4,Streaming service,Daily,8.6,0,1,3,11,14,Yes,3.9,No,Social media,No,No,Athletic excellence,Definitely not,2.9,10,7,5,6,6,8,4,Silver
1448,2024,8,Online (mobile),15,France,Europe,29,Male,Master's degree,Retired,Over $150k,Soccer,Team Sport,Basketball,11,5,Streaming service,Several times a week,6.1,5,3,173,93,266,Yes,2.3,No,Sports website/app,Yes,No,Community & belonging,Probably yes,37.3,9,7,10,9,6,8,10,Platinum
1449,2024,7,Online (mobile),10,China,East Asia,25,Female,Bachelor's degree,Employed full-time,$25k–$50k,Swimming,Individual Sport,Soccer,1,3,Streaming service,Weekly,5.3,4,0,16,15,31,Yes,5.8,No,Social media,No,No,National pride,Maybe,0.18,9,7,10,7,9,10,9,Silver
1450,2024,1,Online (desktop),20,Japan,East Asia,37,Male,High school,Employed full-time,Under $25k,Soccer,Team Sport,Baseball,28,7,Cable/satellite TV,Weekly,4.5,0,1,0,6,6,Yes,3.1,Yes,Podcast/radio,No,Yes,Nostalgia,Maybe,0.54,9,7,6,9,7,8,6,Bronze
1451,2024,12,In-person tablet,9,UK,Europe,27,Male,High school,Employed full-time,$25k–$50k,Rugby,Team Sport,,7,5,Social media clips,Daily,19.2,1,1,2,22,24,Yes,4.0,No,Social media,Yes,No,Athletic excellence,Probably yes,8.0,9,8,8,9,8,10,6,Gold
1452,2024,12,In-app,18,Australia,Oceania,53,Female,Some college,Employed full-time,Under $25k,Australian Rules Football,Team Sport,Tennis,20,3,Cable/satellite TV,Several times a week,7.4,0,0,30,14,44,Yes,0.0,No,Newspaper/magazine,No,No,Athletic excellence,Definitely yes,0.41,8,9,7,6,6,8,5,Silver
1453,2024,1,Online (mobile),7,Argentina,South America,19,Female,Some college,Student,Over $150k,Soccer,Team Sport,Basketball,6,2,Streaming service,A few times a month,1.6,4,2,68,143,211,No,3.9,No,Social media,No,No,Community & belonging,Probably not,34.77,9,7,5,6,9,8,3,Silver
1454,2024,8,Online (desktop),13,Australia,Oceania,50,Male,Some college,Unemployed,$25k–$50k,Rugby,Team Sport,Cricket,29,4,Cable/satellite TV,Daily,12.1,2,1,58,13,71,No,0.9,No,Social media,No,No,Entertainment,Maybe,2.79,5,4,6,6,6,6,10,Gold
1455,2024,10,Online (desktop),11,USA,North America,32,Male,Bachelor's degree,Employed full-time,Over $150k,Ice Hockey,Team Sport,,24,4,Streaming service,Several times a week,7.4,3,2,198,28,226,Yes,2.0,No,Social media,No,Yes,Entertainment,Definitely yes,48.01,8,3,7,5,9,7,7,Gold
1456,2024,5,Online (desktop),10,China,East Asia,36,Male,Bachelor's degree,Self-employed,Over $150k,Athletics,Individual Sport,,3,1,Social media clips,Weekly,3.0,6,1,58,46,104,Yes,1.0,No,Sports website/app,Yes,No,Entertainment,Definitely yes,0.26,10,7,8,9,8,8,4,Bronze
1457,2024,9,Online (desktop),16,Japan,East Asia,42,Male,Bachelor's degree,Unemployed,$50k–$75k,Sumo,Individual Sport,,25,4,Cable/satellite TV,Weekly,4.4,1,2,3,69,72,Yes,1.2,No,Social media,Yes,No,Athletic excellence,Maybe,13.31,7,8,6,8,5,9,2,Bronze
1458,2024,3,In-app,16,Japan,East Asia,26,Male,High school,Employed full-time,Under $25k,Baseball,Team Sport,,13,2,Radio/podcast,Several times a week,8.1,1,0,6,5,11,Yes,4.8,No,Sports website/app,No,Yes,Athletic excellence,Definitely not,1.36,8,6,6,6,8,5,5,Bronze
1459,2024,3,Online (mobile),8,India,South Asia,43,Male,High school,Employed full-time,Under $25k,Cricket,Team Sport,Wrestling,18,4,Cable/satellite TV,A few times a month,1.5,0,2,6,3,9,Yes,3.4,No,TV sports news,No,Yes,Community & belonging,Probably not,2.03,9,10,3,8,7,10,6,Bronze
1460,2024,8,Online (desktop),14,Spain,Europe,18,Non-binary,Master's degree,Employed full-time,$50k–$75k,Tennis,Racquet Sport,Cycling,7,5,Social media clips,Daily,17.9,2,1,35,5,40,Yes,4.2,Yes,Sports website/app,Yes,No,Athletic excellence,Maybe,1.21,7,7,4,6,6,8,8,Platinum
1461,2024,5,In-app,14,Brazil,South America,25,Female,Bachelor's degree,Employed full-time,$50k–$75k,Soccer,Team Sport,,13,3,Streaming service,Weekly,6.8,4,2,21,68,89,Yes,2.9,No,Social media,No,Yes,Entertainment,Probably not,2.06,10,10,3,9,6,8,9,Silver
1462,2024,1,Online (desktop),14,Spain,Europe,23,Female,Bachelor's degree,Employed part-time,$75k–$100k,Soccer,Team Sport,Handball,3,3,Streaming service,Daily,17.6,2,2,212,2,214,Yes,4.7,No,Sports website/app,No,No,Nostalgia,Definitely yes,17.45,6,7,7,7,9,8,8,Platinum
1463,2024,9,Online (mobile),12,USA,North America,19,Female,Bachelor's degree,Employed full-time,$50k–$75k,Soccer,Team Sport,,10,4,Streaming service,Weekly,4.8,1,1,72,6,78,Yes,3.4,No,Social media,No,No,Entertainment,Definitely yes,0.93,4,9,4,3,9,6,7,Gold
1464,2024,2,Online (mobile),9,Spain,Europe,31,Male,Master's degree,Employed full-time,Over $150k,Basketball,Team Sport,Cycling,3,3,In-person (stadium/arena),A few times a month,2.8,6,2,22,12,34,Yes,3.0,No,TV sports news,No,No,Athletic excellence,Probably yes,19.27,8,6,5,5,6,8,7,Silver
1465,2024,7,In-app,18,Nigeria,Africa,37,Female,Bachelor's degree,Retired,$50k–$75k,Soccer,Team Sport,,7,3,Cable/satellite TV,Several times a week,11.7,0,0,10,21,31,No,0.8,No,Sports website/app,Yes,No,Community & belonging,Definitely not,2.02,7,9,7,9,8,9,10,Silver
1466,2024,11,In-app,14,USA,North America,41,Male,Bachelor's degree,Employed part-time,$75k–$100k,Baseball,Team Sport,Tennis,15,3,Cable/satellite TV,Weekly,5.1,2,0,48,52,100,Yes,0.0,No,Sports website/app,No,Yes,Entertainment,Probably not,6.65,7,8,6,6,5,7,7,Silver
1467,2024,8,In-person tablet,8,Nigeria,Africa,36,Female,Vocational training,Employed part-time,$100k–$150k,Soccer,Team Sport,Basketball,28,4,Free broadcast TV,A few times a month,1.4,4,3,30,117,147,Yes,3.2,No,Newspaper/magazine,No,Yes,Athletic excellence,Definitely yes,3.63,7,7,2,7,8,6,8,Silver
1468,2024,4,Online (desktop),20,Brazil,South America,26,Male,Master's degree,Retired,$25k–$50k,MMA,Combat Sport,Athletics,8,2,Streaming service,Daily,14.9,0,0,11,19,30,Yes,1.7,No,Sports website/app,No,No,Nostalgia,Probably yes,1.95,8,7,6,6,7,7,5,Silver
1469,2024,3,Online (mobile),4,Argentina,South America,37,Male,Bachelor's degree,Employed full-time,$25k–$50k,Basketball,Team Sport,Soccer,15,4,Streaming service,Weekly,4.9,0,1,27,6,33,Yes,3.3,No,Social media,No,No,Community & belonging,Definitely yes,8.34,5,9,5,5,5,8,7,Silver
1470,2024,12,Online (mobile),8,South Africa,Africa,34,Female,Bachelor's degree,Employed full-time,Under $25k,Soccer,Team Sport,,23,2,Social media clips,A few times a month,1.0,0,0,20,4,24,Yes,3.4,No,Newspaper/magazine,No,Yes,Community & belonging,Maybe,0.11,6,7,8,5,7,9,6,Bronze
1471,2024,1,In-app,14,Australia,Oceania,43,Female,High school,Student,Under $25k,Australian Rules Football,Team Sport,Rugby,16,5,Cable/satellite TV,Weekly,3.6,0,0,120,23,143,Yes,1.3,No,Sports website/app,No,No,Entertainment,Probably yes,5.81,9,7,6,9,7,7,8,Gold
1472,2024,12,Online (mobile),11,Canada,North America,42,Female,Bachelor's degree,Employed full-time,$50k–$75k,Basketball,Team Sport,,8,1,Free broadcast TV,Daily,17.4,1,0,21,16,37,Yes,3.3,No,Newspaper/magazine,Yes,No,Athletic excellence,Probably not,2.6,6,10,4,8,6,7,6,Silver
1473,2024,10,Online (desktop),14,Argentina,South America,33,Female,Vocational training,Student,$25k–$50k,Soccer,Team Sport,,11,4,Cable/satellite TV,Daily,7.1,1,2,86,2,88,Yes,3.0,No,Sports website/app,No,Yes,Nostalgia,Definitely yes,5.83,8,8,9,5,9,10,8,Gold
1474,2024,7,In-app,11,Brazil,South America,23,Male,Bachelor's degree,Employed full-time,$50k–$75k,Volleyball,Team Sport,,13,3,Streaming service,Several times a week,5.5,1,0,80,41,121,Yes,5.6,No,Social media,No,No,Athletic excellence,Maybe,2.42,7,9,4,9,6,10,6,Silver
1475,2024,7,In-app,12,India,South Asia,26,Male,Doctorate,Employed full-time,Over $150k,Badminton,Racquet Sport,Soccer,10,1,Streaming service,Daily,12.9,6,1,4,115,119,Yes,2.9,No,Sports website/app,No,Yes,Entertainment,Probably yes,10.0,8,6,5,6,10,7,5,Bronze
1476,2024,9,Online (desktop),8,Spain,Europe,27,Male,Bachelor's degree,Employed part-time,$25k–$50k,Soccer,Team Sport,Tennis,19,5,Sports bar/pub,Several times a week,8.7,0,1,64,1,65,No,1.3,Yes,Social media,Yes,No,Gambling/betting,Definitely yes,3.96,7,6,4,8,9,10,6,Gold
1477,2024,11,Online (desktop),14,France,Europe,30,Female,Vocational training,Employed full-time,$50k–$75k,Basketball,Team Sport,,16,5,Social media clips,Daily,8.7,4,1,33,116,149,Yes,3.3,Yes,Newspaper/magazine,Yes,Yes,Entertainment,Probably yes,9.0,10,9,6,8,8,8,6,Gold
1478,2024,11,In-person tablet,9,South Africa,Africa,36,Female,Bachelor's degree,Student,Under $25k,Soccer,Team Sport,Athletics,10,2,Radio/podcast,Several times a week,7.7,1,3,2,4,6,Yes,1.8,No,Sports website/app,No,No,Physical inspiration,Probably yes,3.98,6,7,9,8,10,6,8,Bronze
1479,2024,6,Online (mobile),14,South Africa,Africa,41,Male,High school,Self-employed,$25k–$50k,Rugby,Team Sport,,18,5,Cable/satellite TV,Several times a week,10.3,1,2,23,56,79,No,0.7,No,Social media,No,No,National pride,Probably yes,9.05,6,7,4,9,8,7,9,Gold
1480,2024,4,Online (desktop),16,UK,Europe,32,Male,Bachelor's degree,Unemployed,$50k–$75k,Rugby,Team Sport,Tennis,8,1,Free broadcast TV,Several times a week,8.1,0,0,6,2,8,Yes,0.8,No,Sports website/app,Yes,No,Athletic excellence,Maybe,2.38,5,3,5,6,5,6,7,Bronze
1481,2024,1,Online (desktop),16,France,Europe,33,Female,Some college,Student,Over $150k,Rugby,Team Sport,Soccer,9,1,Cable/satellite TV,Weekly,5.4,0,1,0,176,176,Yes,0.7,No,TV sports news,No,No,Physical inspiration,Maybe,1.79,8,3,7,8,8,6,7,Bronze
1482,2024,6,Online (mobile),12,USA,North America,35,Male,High school,Employed full-time,$50k–$75k,American Football,Team Sport,Tennis,27,6,Cable/satellite TV,Weekly,3.1,1,2,174,43,217,Yes,2.8,No,Newspaper/magazine,No,Yes,Entertainment,Definitely yes,17.49,6,4,6,9,6,7,8,Platinum
1483,2024,12,Online (mobile),9,Germany,Europe,27,Female,Master's degree,Student,Under $25k,Soccer,Team Sport,,15,3,Social media clips,Daily,10.7,0,0,1,1,2,Yes,2.7,No,Sports website/app,Yes,No,Entertainment,Maybe,0.1,6,8,7,8,10,10,9,Bronze
1484,2024,2,Online (desktop),10,USA,North America,23,Female,Some college,Self-employed,$50k–$75k,Basketball,Team Sport,Baseball,11,1,Streaming service,Daily,16.5,0,0,3,7,10,No,4.8,No,Social media,No,No,Community & belonging,Maybe,12.32,8,4,4,5,5,6,5,Silver
1485,2024,10,In-app,11,India,South Asia,18,Non-binary,Master's degree,Self-employed,$25k–$50k,Cricket,Team Sport,,3,1,Streaming service,Daily,14.8,0,0,0,10,10,Yes,4.0,No,Sports website/app,No,No,Nostalgia,Definitely yes,0.12,10,4,6,8,7,7,8,Bronze
1486,2024,9,Online (mobile),18,Brazil,South America,25,Male,Some college,Student,$25k–$50k,Soccer,Team Sport,,16,2,Streaming service,Several times a week,5.6,1,0,15,5,20,Yes,2.0,No,TV sports news,Yes,No,Athletic excellence,Maybe,21.73,10,5,5,6,6,9,7,Bronze
1487,2024,7,Online (mobile),12,Brazil,South America,38,Male,Some college,Employed part-time,$75k–$100k,Soccer,Team Sport,Volleyball,24,4,Free broadcast TV,Daily,10.7,3,2,139,60,199,Yes,1.7,No,Sports website/app,Yes,Yes,Community & belonging,Probably not,0.1,7,4,6,7,8,6,9,Platinum
1488,2024,1,Online (mobile),6,Japan,East Asia,25,Male,Vocational training,Employed full-time,Under $25k,Soccer,Team Sport,,17,3,Streaming service,Weekly,6.3,2,0,5,3,8,Yes,7.1,No,Social media,Yes,Yes,Entertainment,Probably not,0.04,3,6,8,6,7,8,6,Silver
1489,2024,4,Online (desktop),9,Brazil,South America,30,Male,Bachelor's degree,Self-employed,$50k–$75k,Athletics,Individual Sport,Soccer,22,4,Cable/satellite TV,Several times a week,6.2,1,0,10,16,26,Yes,5.1,No,Sports website/app,No,No,Nostalgia,Definitely yes,5.48,7,6,5,9,7,8,10,Silver
1490,2024,5,Online (mobile),17,UK,Europe,38,Non-binary,Bachelor's degree,Employed full-time,$75k–$100k,Rugby,Team Sport,,5,2,Radio/podcast,Monthly or less,1.3,2,1,162,25,187,No,1.7,No,Newspaper/magazine,No,Yes,Entertainment,Maybe,10.88,9,8,7,7,9,7,7,Silver
1491,2024,3,Online (desktop),15,India,South Asia,39,Male,Bachelor's degree,Employed full-time,$50k–$75k,Cricket,Team Sport,,8,4,Cable/satellite TV,Several times a week,7.0,0,1,10,11,21,Yes,0.4,No,Sports website/app,No,No,Community & belonging,Probably not,2.52,6,7,8,9,9,6,5,Silver
1492,2024,9,Online (mobile),17,Brazil,South America,21,Female,Bachelor's degree,Self-employed,Under $25k,Soccer,Team Sport,,3,3,Streaming service,Several times a week,8.0,2,0,1,0,1,Yes,3.8,No,Social media,No,No,Entertainment,Probably yes,1.8,6,6,7,8,7,6,6,Bronze
1493,2024,9,Online (mobile),9,India,South Asia,44,Male,Doctorate,Employed full-time,Over $150k,Soccer,Team Sport,,11,4,In-person (stadium/arena),Weekly,4.4,4,6,53,389,442,Yes,3.4,No,Social media,No,No,Entertainment,Probably yes,48.08,8,8,5,6,6,8,9,Gold
1494,2024,9,Online (desktop),13,USA,North America,45,Male,Master's degree,Employed full-time,$25k–$50k,Ice Hockey,Team Sport,Soccer,23,6,Free broadcast TV,Weekly,0.8,3,0,37,54,91,Yes,0.0,No,Social media,Yes,Yes,Entertainment,Definitely yes,9.19,9,4,8,6,9,9,7,Silver
1495,2024,2,Online (mobile),7,Australia,Oceania,21,Male,Bachelor's degree,Employed full-time,$75k–$100k,Soccer,Team Sport,Australian Rules Football,5,2,Streaming service,Weekly,1.8,2,1,5,18,23,Yes,6.6,No,Podcast/radio,Yes,No,Athletic excellence,Probably yes,18.29,6,6,6,6,7,6,6,Bronze
1496,2024,3,Online (desktop),11,Spain,Europe,24,Female,Master's degree,Self-employed,$25k–$50k,Soccer,Team Sport,,16,2,In-person (stadium/arena),Monthly or less,0.8,0,1,4,0,4,No,4.7,No,TV sports news,Yes,Yes,Community & belonging,Probably yes,0.78,9,6,8,7,8,7,10,Bronze
1497,2024,10,Online (mobile),22,Australia,Oceania,46,Female,Some college,Employed full-time,$50k–$75k,Swimming,Individual Sport,,38,7,Streaming service,Several times a week,6.6,3,2,128,18,146,No,1.7,No,Newspaper/magazine,No,No,Athletic excellence,Definitely yes,1.47,8,6,5,6,6,6,8,Platinum
1498,2024,7,Online (mobile),14,UK,Europe,31,Male,Bachelor's degree,Student,$50k–$75k,Soccer,Team Sport,,12,3,Cable/satellite TV,A few times a month,3.0,1,1,40,27,67,Yes,2.1,No,Sports website/app,No,Yes,Gambling/betting,Probably yes,6.84,7,3,7,9,7,8,7,Silver
1499,2024,6,Online (desktop),17,Brazil,South America,18,Female,Vocational training,Employed full-time,$25k–$50k,Basketball,Team Sport,Soccer,10,3,Streaming service,Several times a week,4.8,0,2,37,7,44,Yes,5.0,No,Sports website/app,No,No,Physical inspiration,Probably yes,4.96,8,10,7,7,6,6,7,Silver
1500,2024,8,Online (mobile),11,Argentina,South America,18,Male,Bachelor's degree,Employed part-time,Under $25k,Soccer,Team Sport,Tennis,9,2,Streaming service,A few times a month,2.6,0,0,18,3,21,No,4.8,No,Social media,Yes,No,Entertainment,Definitely yes,0.29,9,8,5,8,9,8,9,Bronze
1501,2024,12,Online (desktop),12,Germany,Europe,30,Male,Master's degree,Employed full-time,$25k–$50k,Soccer,Team Sport,,9,2,Cable/satellite TV,Several times a week,5.2,0,0,2,0,2,No,1.0,No,TV sports news,No,No,Entertainment,Probably yes,0.87,10,8,9,5,9,7,9,Bronze
1502,2024,1,Online (desktop),15,UK,Europe,20,Male,Bachelor's degree,Self-employed,$100k–$150k,Cricket,Team Sport,,1,3,Sports bar/pub,Several times a week,7.3,4,5,7,38,45,No,2.1,Yes,TV sports news,Yes,Yes,Community & belonging,Probably not,26.36,9,3,8,4,6,5,5,Silver
1503,2024,12,Online (desktop),21,USA,North America,28,Male,Master's degree,Employed full-time,$75k–$100k,Tennis,Racquet Sport,Ice Hockey,9,4,Free broadcast TV,Weekly,2.4,0,4,10,10,20,Yes,4.4,No,Social media,No,Yes,Athletic excellence,Definitely yes,0.3,6,8,5,9,7,8,9,Silver
1504,2024,8,Online (desktop),11,Brazil,South America,33,Female,Doctorate,Retired,$25k–$50k,Basketball,Team Sport,Tennis,9,4,Sports bar/pub,Daily,20.2,1,0,1,5,6,Yes,3.3,No,Social media,Yes,Yes,Entertainment,Maybe,2.31,7,6,2,5,9,7,10,Silver
1505,2024,12,In-person tablet,19,Brazil,South America,49,Male,Some college,Unemployed,$50k–$75k,Athletics,Individual Sport,Volleyball,24,5,In-person (stadium/arena),Several times a week,5.3,1,2,66,18,84,Yes,3.0,No,Social media,No,No,Gambling/betting,Definitely yes,1.6,8,10,6,7,10,7,7,Gold
